;Id;TimeStamp;Quantity;Price;Total;FillType;OrderType;Uuid;usd
0;53512354;2020-02-26T23:44:19.74;0.0;8803.336;0.0;FILL;BUY;be83a0f5-b6dd-4e5d-a424-b120e80019e4;USD-BTC
1;53512353;2020-02-26T23:44:19.74;0.38963902;8803.336;3430.12321177072;FILL;BUY;981d6845-7fb4-48c1-a5fe-225034eea5a2;USD-BTC
2;53512352;2020-02-26T23:44:19.42;0.05;8798.024;439.9012;FILL;BUY;12dd0184-c279-4617-a89e-927a4b40fcb5;USD-BTC
3;53512351;2020-02-26T23:44:19.21;0.01;8798.014;87.98014;FILL;BUY;56bfec51-d989-48c7-aa09-235430c68d4c;USD-BTC
4;53512349;2020-02-26T23:44:18.56;0.35;8798.014;3079.3049;FILL;BUY;9f161c9b-5636-4054-a2a4-143511d37b28;USD-BTC
5;53512330;2020-02-26T23:44:03.57;0.00386405;8798.115;33.99635626575;FILL;BUY;c5393a7c-1f6b-4485-a726-0ea6bac382ca;USD-BTC
6;53512318;2020-02-26T23:43:51.77;0.04710096;8798.117;414.39975689232;FILL;BUY;827d5e52-d0e9-4a5b-9fd1-63e46ec0b57e;USD-BTC
7;53512264;2020-02-26T23:42:47.68;0.0523344;8800.229;460.5547045776;FILL;BUY;929641c1-d25b-4b83-afca-76f236db99b6;USD-BTC
8;53512233;2020-02-26T23:42:25.99;0.41691945;8809.173;3672.71556211485;FILL;BUY;29d4e2dc-8c02-43e8-a601-bcd483260ed0;USD-BTC
9;53512232;2020-02-26T23:42:25.99;0.05;8808.338;440.4169;FILL;BUY;bfa94f0a-2239-4184-9f75-a1a6de20119c;USD-BTC
10;53512231;2020-02-26T23:42:25.99;0.44349487;8808.328;3906.44828127736;FILL;BUY;b3e7f082-93ce-44fa-b277-341d3d6e2ef1;USD-BTC
11;53512191;2020-02-26T23:41:41.98;0.00575678;8809.176;50.71248821328;FILL;BUY;310c4afe-98ba-40a7-9b8c-e42cbe50e84e;USD-BTC
12;53512179;2020-02-26T23:41:27.32;0.00036478;8815.896;3.21586254288;FILL;SELL;238b439e-bf49-424e-8df2-7cb5c77ada66;USD-BTC
13;53512147;2020-02-26T23:40:49.62;0.0;8817.294;0.0;FILL;BUY;192905b4-effd-40d4-880c-15660cba3d6a;USD-BTC
14;53512146;2020-02-26T23:40:49.62;0.00109708;8817.294;9.67327690152;FILL;BUY;5f2a1768-5f73-4c61-9769-ffd2e5d12d80;USD-BTC
15;53512144;2020-02-26T23:40:49.06;0.001;8817.297;8.817297;FILL;BUY;ec6129ff-1562-4506-b748-cabbb9d65903;USD-BTC
16;53512136;2020-02-26T23:40:30.79;0.00219945;8816.712;19.3919172084;FILL;BUY;0a3fe1a5-9eb9-4029-a864-a2897abf449b;USD-BTC
17;53512107;2020-02-26T23:39:46.1;0.00418944;8817.298;36.93954093312;FILL;BUY;a3c1c602-40ab-40c2-b7af-031b337b777f;USD-BTC
18;53512041;2020-02-26T23:38:35.59;0.0008;8820.324;7.0562592;FILL;BUY;84776e1d-39ca-4b5c-a087-39a98a1aeada;USD-BTC
19;53512040;2020-02-26T23:38:35.21;0.04811673;8820.324;424.40514842052;FILL;BUY;e8d0238d-7c59-4481-8f54-fcb3d24ac284;USD-BTC
