;Id;TimeStamp;Quantity;Price;Total;FillType;OrderType;Uuid;usd
0;53537197;2020-02-27T05:45:22.31;0.3;8755.123;2626.5369;FILL;BUY;9369f2c9-bd10-4afe-9662-ba9dee09cc29;USD-BTC
1;53537196;2020-02-27T05:45:22.31;0.2036;8754.885;1782.494586;FILL;BUY;4cf5bd2a-cfe6-4248-a226-39f4f7b252a5;USD-BTC
2;53537195;2020-02-27T05:45:22.31;0.0008911;8754.739;7.8013479229;FILL;BUY;36e899b4-4b0d-4ea0-8dc1-5af6d42d3f86;USD-BTC
3;53537189;2020-02-27T05:45:19.27;0.2036;8752.425;1781.99373;FILL;BUY;39f2e634-99e5-4e17-ada6-343c7668fbb9;USD-BTC
4;53537179;2020-02-27T05:45:03.47;0.13365443;8751.386;1169.66150753998;FILL;BUY;bdcec645-0ef6-42af-beef-64bb30edb015;USD-BTC
5;53537178;2020-02-27T05:45:02.98;0.0644791;8751.386;564.2814930326;FILL;BUY;988d7a9b-a59c-4873-b513-8b641c20fec6;USD-BTC
6;53537122;2020-02-27T05:44:00.17;0.00172207;8749.516;15.06727901812;FILL;BUY;6b12a4c3-1362-49c1-a2d2-b6c0cc6bc9ad;USD-BTC
7;53537105;2020-02-27T05:43:37.36;0.00031979;8751.078;2.79850723362;FILL;BUY;0dc640a3-319d-4f7d-88e0-f518966ea168;USD-BTC
8;53537098;2020-02-27T05:43:13.34;0.44253373;8752.896;3873.45171518208;FILL;BUY;06239578-4b2c-4a17-9b2f-0b443841d714;USD-BTC
9;53537097;2020-02-27T05:43:13.34;0.2036;8751.652;1781.8363472;FILL;BUY;1214f1cd-dcfc-4238-bb26-78d681dd3c0f;USD-BTC
10;53537096;2020-02-27T05:43:13.34;0.08465769;8751.651;740.89455734619;FILL;BUY;36205bad-d7c4-48e6-a302-29c1bf70dd3a;USD-BTC
11;53537095;2020-02-27T05:43:13.34;0.19339999;8751.65;1692.5690224835;FILL;BUY;ceca4d0f-09cd-4680-9e0c-9a5fde8e103a;USD-BTC
12;53537094;2020-02-27T05:43:13.34;0.38096509;8751.65;3334.0731298985;FILL;BUY;c19b2b3f-fbb0-4626-a221-1a540ff706a9;USD-BTC
13;53537093;2020-02-27T05:43:13.34;0.31841338;8751.65;2786.642457077;FILL;BUY;9df0a0ee-8072-4abb-84a7-26996898c99a;USD-BTC
14;53537092;2020-02-27T05:43:13.34;0.0772338;8751.647;675.9229540686;FILL;BUY;56b6f34e-c2ad-405f-9df7-a8835cfa1b96;USD-BTC
15;53537075;2020-02-27T05:42:48.78;0.00054705;8751.651;4.78759067955;FILL;BUY;b896b35b-cb3c-4cf6-9513-d2f6a870aed5;USD-BTC
16;53537039;2020-02-27T05:42:07.44;0.9;8745.782;7871.2038;FILL;BUY;1f020623-2813-4244-a306-be1638c81e8c;USD-BTC
17;53537038;2020-02-27T05:42:07.44;0.09999999;8744.959;874.49581255041;FILL;BUY;70401803-fd0d-4451-9b0e-b0cffbd328de;USD-BTC
18;53537037;2020-02-27T05:42:07.44;0.2036;8742.8;1780.03408;FILL;BUY;4276c13f-da23-4927-8be3-29e6b0837bd5;USD-BTC
19;53537036;2020-02-27T05:42:07.44;0.005;8740.84;43.7042;FILL;BUY;ee912c1d-9545-4bf4-be3b-b3fb02faaa5a;USD-BTC
20;53537012;2020-02-27T05:41:41.16;0.2036;8740.692;1779.6048912;FILL;BUY;47fe2de3-cd45-45ea-bb7b-42774d5d7493;USD-BTC
21;53536990;2020-02-27T05:41:02.22;0.2036;8734.393;1778.3224148;FILL;BUY;a2517704-f46a-4b3d-a72b-7e454f8a3023;USD-BTC
22;53536967;2020-02-27T05:40:16.03;0.00066107;8732.142;5.77255711194;FILL;BUY;dbb996f8-9445-48ef-a21b-61a0b1797b2a;USD-BTC
23;53536958;2020-02-27T05:40:04;0.18;8730.771;1571.53878;FILL;SELL;798db5cd-c02b-4e7a-823a-eb480fb95c5d;USD-BTC
24;53536957;2020-02-27T05:40:04;0.0003014;8730.772;2.6314546808;FILL;SELL;8d270f39-a522-48d7-bab5-797e6ec84893;USD-BTC
25;53536956;2020-02-27T05:40:04;0.00031954;8730.772;2.78983088488;FILL;SELL;c764e2fd-854e-48e0-96c0-933be3fa6a73;USD-BTC
26;53536955;2020-02-27T05:40:04;0.0766899;8730.772;669.5620316028;FILL;SELL;28560cc7-aea0-494c-b0c4-a33b049669ce;USD-BTC
