;Id;TimeStamp;Quantity;Price;Total;FillType;OrderType;Uuid;usd
0;53531838;2020-02-27T03:45:25.19;0.02076164;8698.6;180.597201704;FILL;SELL;8b39c514-0690-4beb-b346-2d8cc1a4e96c;USD-BTC
1;53531837;2020-02-27T03:45:25.19;0.07923836;8700.178;689.38783642808;FILL;SELL;83451dc2-90b0-4376-9797-150be4607382;USD-BTC
2;53531833;2020-02-27T03:45:23.42;0.1092255;8702.109;950.4922065795;FILL;SELL;c4ea17ce-1d83-4bc1-a5d2-23196a70ca71;USD-BTC
3;53531832;2020-02-27T03:45:23.42;0.21519243;8702.114;1872.62905779702;FILL;SELL;ef48665b-b543-4169-9bbf-88d906fabf95;USD-BTC
4;53531831;2020-02-27T03:45:23.42;0.1;8702.116;870.2116;FILL;SELL;3b293290-6f6d-4eb7-b434-f2eda85bfeff;USD-BTC
5;53531830;2020-02-27T03:45:23.42;0.0764568;8702.117;665.3360190456;FILL;SELL;1c27bec9-be5b-4cbb-a483-539d39569505;USD-BTC
6;53531829;2020-02-27T03:45:23.42;1.71389;8702.214;14914.63755246;FILL;SELL;9bd01034-f236-4662-ae5c-ea1fa01457bb;USD-BTC
7;53531828;2020-02-27T03:45:23.42;0.12088504;8710.262;1052.94037028048;FILL;SELL;07fc0988-892f-4270-8399-a8ffb752b6d4;USD-BTC
8;53531824;2020-02-27T03:45:20.95;0.01057632;8715.738;92.18043412416;FILL;BUY;1935047b-1736-4f8d-9ab6-164e56991b77;USD-BTC
9;53531816;2020-02-27T03:45:10.14;0.44;8710.262;3832.51528;FILL;SELL;a112ec7b-15ac-4bb4-89ba-052d04d90396;USD-BTC
10;53531810;2020-02-27T03:45:03.64;0.0980646;8715.747;854.7062432562;FILL;BUY;c47d4ddd-1a3d-47ad-8cab-ab8e2e302cb3;USD-BTC
11;53531771;2020-02-27T03:44:08.09;0.00126593;8720.145;11.03909315985;FILL;SELL;291ffa2f-ee97-4ba6-95b9-90a27e62d4fe;USD-BTC
